Shipment_ID,Date,Origin_Port,Destination_Port,Carrier,Weather_En_Route,Container_Weight_Tons,Port_Congestion_Index,Route_Distance_NM,Is_Delayed,Delay_Days
SHP-21565,2025-01-14,Hamburg,Rotterdam,Hapag-Lloyd,Clear,21.8,0.8,4550,0,0
SHP-21566,2025-12-23,Los Angeles,Singapore,Maersk,Clear,29.64,0.13,7559,0,0
SHP-21567,2025-08-13,Los Angeles,Shanghai,Hapag-Lloyd,Clear,28.07,0.8,6437,0,0
SHP-21568,2025-11-06,Rotterdam,Shanghai,COSCO,Rain,20.53,0.21,6423,0,0
SHP-21569,2025-02-23,Dubai,Singapore,Evergreen,Typhoon,11.9,0.24,3208,1,11
SHP-21570,2025-03-07,Hamburg,Singapore,MSC,Rain,15.97,0.3,11852,0,0
SHP-21571,2025-07-12,Los Angeles,Singapore,Hapag-Lloyd,Storm,10.7,0.58,6348,0,0
SHP-21572,2025-04-11,Dubai,Rotterdam,MSC,Clear,23.59,0.63,7488,0,0
SHP-21573,2025-06-26,Rotterdam,Shanghai,Hapag-Lloyd,Clear,16.47,0.13,11618,0,0
SHP-21574,2025-04-18,Rotterdam,Hamburg,COSCO,Clear,29.68,0.71,7565,0,0
SHP-21575,2025-08-05,Hamburg,Singapore,MSC,Clear,12.11,0.97,7232,0,0
SHP-21576,2025-06-03,Dubai,Rotterdam,COSCO,Clear,24.4,0.9,4748,0,0
SHP-21577,2025-04-16,Los Angeles,Rotterdam,MSC,Typhoon,18.24,0.93,4266,1,5
SHP-21578,2025-04-23,Shanghai,Dubai,MSC,Clear,26.14,0.74,3848,0,0
SHP-21579,2025-05-21,Dubai,Los Angeles,Evergreen,Rain,25.92,0.92,8852,0,0
SHP-21580,2025-11-08,Hamburg,Rotterdam,MSC,Rain,27.69,0.72,9813,0,0
SHP-21581,2025-03-07,Rotterdam,Shanghai,MSC,Fog,28.41,0.71,4796,0,0
SHP-21582,2025-12-02,Rotterdam,Hamburg,Hapag-Lloyd,Clear,24.91,0.58,5391,0,0
SHP-21583,2025-08-09,Shanghai,Singapore,Hapag-Lloyd,Rain,18.26,0.22,10391,0,0
SHP-21584,2025-03-03,Hamburg,Singapore,COSCO,Clear,23.7,0.38,3233,0,0
SHP-21585,2025-11-01,Rotterdam,Dubai,COSCO,Rain,26.24,0.13,5029,0,0
SHP-21586,2025-06-28,Rotterdam,Hamburg,Maersk,Clear,10.34,0.41,4306,0,0
SHP-21587,2025-11-04,Hamburg,Rotterdam,Evergreen,Clear,14.77,0.44,6409,0,0
SHP-21588,2025-04-21,Hamburg,Los Angeles,MSC,Typhoon,21.94,0.36,9108,1,11
SHP-21589,2025-10-26,Hamburg,Los Angeles,MSC,Fog,19.69,0.55,10572,0,0
SHP-21590,2025-04-02,Hamburg,Singapore,MSC,Fog,27.06,0.84,3913,0,0
SHP-21591,2025-09-20,Shanghai,Rotterdam,Evergreen,Rain,25.56,0.82,3752,0,0
SHP-21592,2025-08-09,Hamburg,Singapore,MSC,Fog,18.24,0.78,10805,0,0
SHP-21593,2025-07-09,Dubai,Rotterdam,Maersk,Clear,11.31,0.59,3559,0,0
SHP-21594,2025-12-06,Hamburg,Shanghai,Hapag-Lloyd,Rain,13.85,0.96,9272,1,7
SHP-21595,2025-08-23,Shanghai,Singapore,Hapag-Lloyd,Storm,29.11,0.3,4198,0,0
SHP-21596,2025-06-16,Dubai,Los Angeles,MSC,Rain,18.4,0.5,6139,0,0
SHP-21597,2025-10-24,Singapore,Hamburg,Maersk,Clear,22.29,0.82,6301,1,14
SHP-21598,2025-06-30,Dubai,Hamburg,COSCO,Storm,20.65,0.97,10185,1,4
SHP-21599,2025-01-31,Los Angeles,Singapore,Hapag-Lloyd,Clear,26.33,0.38,4008,0,0
SHP-21600,2025-12-17,Hamburg,Singapore,Evergreen,Clear,15.64,0.65,7378,0,0
SHP-21601,2025-04-28,Singapore,Shanghai,Evergreen,Clear,23.6,0.79,7814,1,13
SHP-21602,2025-04-28,Singapore,Los Angeles,Evergreen,Rain,29.34,0.95,10948,0,0
SHP-21603,2025-12-10,Shanghai,Los Angeles,COSCO,Typhoon,25.04,0.68,7864,1,13
SHP-21604,2025-05-09,Los Angeles,Singapore,COSCO,Clear,28.06,0.32,8538,0,0
SHP-21605,2025-08-03,Rotterdam,Shanghai,Maersk,Clear,12.27,0.79,8681,0,0
SHP-21606,2025-05-14,Los Angeles,Shanghai,Maersk,Clear,12.7,0.77,9148,1,2
SHP-21607,2025-08-08,Shanghai,Dubai,COSCO,Clear,20.25,0.21,9415,0,0
SHP-21608,2025-11-22,Singapore,Dubai,Evergreen,Clear,21.33,0.22,7089,0,0
SHP-21609,2025-10-09,Rotterdam,Singapore,Evergreen,Rain,24.64,0.77,5617,0,0
SHP-21610,2025-03-24,Hamburg,Los Angeles,Maersk,Typhoon,23.49,0.77,11650,1,2
SHP-21611,2026-01-01,Shanghai,Dubai,Hapag-Lloyd,Clear,21.93,0.89,6869,0,0
SHP-21612,2025-04-16,Rotterdam,Shanghai,MSC,Clear,29.02,0.76,11387,1,6
SHP-21613,2025-05-07,Shanghai,Rotterdam,Evergreen,Rain,10.83,0.5,9950,0,0
SHP-21614,2025-03-24,Rotterdam,Shanghai,Evergreen,Clear,26.17,0.9,11923,1,3
SHP-21615,2025-06-27,Rotterdam,Shanghai,Maersk,Fog,29.03,0.65,5453,0,0
SHP-21616,2025-04-25,Rotterdam,Singapore,COSCO,Typhoon,17.19,0.21,6843,1,10
SHP-21617,2025-11-12,Rotterdam,Los Angeles,COSCO,Fog,12.9,0.55,9877,0,0
SHP-21618,2025-12-01,Los Angeles,Singapore,COSCO,Typhoon,14.21,0.32,7954,0,0
SHP-21619,2025-10-14,Dubai,Los Angeles,Hapag-Lloyd,Storm,15.19,0.33,6848,1,7
SHP-21620,2025-02-27,Hamburg,Los Angeles,COSCO,Clear,14.35,0.33,9564,0,0
SHP-21621,2025-06-26,Shanghai,Singapore,COSCO,Storm,22.62,0.17,11378,1,12
SHP-21622,2025-03-09,Hamburg,Dubai,COSCO,Rain,10.6,0.11,4798,0,0
SHP-21623,2025-10-12,Hamburg,Los Angeles,MSC,Clear,10.59,0.18,8014,0,0
SHP-21624,2025-08-08,Rotterdam,Dubai,Evergreen,Typhoon,11.99,0.27,8107,1,2
SHP-21625,2025-06-08,Hamburg,Dubai,MSC,Clear,17.5,0.74,4572,0,0
SHP-21626,2025-11-22,Singapore,Dubai,COSCO,Clear,19.92,0.14,7917,0,0
SHP-21627,2025-10-07,Rotterdam,Dubai,Evergreen,Clear,11.59,0.5,8631,0,0
SHP-21628,2025-09-09,Rotterdam,Los Angeles,MSC,Storm,24.8,0.37,11239,0,0
SHP-21629,2025-06-01,Los Angeles,Rotterdam,Hapag-Lloyd,Clear,16.29,0.16,9054,0,0
SHP-21630,2025-03-30,Dubai,Los Angeles,COSCO,Clear,16.42,0.79,5707,1,11
SHP-21631,2025-04-13,Singapore,Shanghai,MSC,Rain,29.19,0.62,5475,1,4
SHP-21632,2026-01-01,Shanghai,Rotterdam,MSC,Clear,26.1,0.38,10984,0,0
SHP-21633,2025-09-09,Singapore,Hamburg,Hapag-Lloyd,Fog,20.53,0.56,5991,0,0
SHP-21634,2025-05-20,Los Angeles,Rotterdam,Hapag-Lloyd,Clear,10.29,0.63,4028,0,0
SHP-21635,2025-05-29,Shanghai,Singapore,COSCO,Clear,27.96,0.88,4368,1,3
SHP-21636,2025-04-02,Shanghai,Los Angeles,COSCO,Clear,19.29,0.83,6888,0,0
SHP-21637,2025-12-05,Shanghai,Singapore,Hapag-Lloyd,Rain,21.96,0.59,3080,0,0
SHP-21638,2025-05-17,Shanghai,Hamburg,Evergreen,Clear,22.2,0.48,5445,0,0
SHP-21639,2025-01-11,Rotterdam,Dubai,Hapag-Lloyd,Clear,21.85,0.79,5765,1,9
SHP-21640,2025-12-17,Los Angeles,Dubai,Maersk,Clear,25.73,0.19,4331,0,0
SHP-21641,2025-12-30,Rotterdam,Hamburg,Evergreen,Clear,23.32,0.52,7905,0,0
SHP-21642,2025-06-21,Dubai,Rotterdam,MSC,Clear,27.63,0.3,3569,0,0
SHP-21643,2025-09-18,Los Angeles,Hamburg,Evergreen,Clear,16.81,0.34,4908,0,0
SHP-21644,2025-12-12,Los Angeles,Rotterdam,Hapag-Lloyd,Fog,19.44,0.14,8078,0,0
SHP-21645,2025-11-24,Hamburg,Shanghai,Evergreen,Rain,25.57,0.45,9867,0,0
SHP-21646,2025-12-10,Rotterdam,Singapore,Hapag-Lloyd,Clear,24.71,0.56,4362,0,0
SHP-21647,2025-07-31,Rotterdam,Dubai,COSCO,Storm,19.46,0.47,11695,0,0
SHP-21648,2025-05-24,Shanghai,Los Angeles,Hapag-Lloyd,Clear,28.69,0.18,9886,0,0
SHP-21649,2025-03-11,Rotterdam,Dubai,MSC,Storm,18.04,0.41,4461,0,0
SHP-21650,2025-01-03,Shanghai,Los Angeles,MSC,Clear,20.13,0.41,3889,0,0
SHP-21651,2025-07-29,Singapore,Rotterdam,Evergreen,Rain,17.0,0.89,9342,1,6
SHP-21652,2025-05-09,Shanghai,Los Angeles,Evergreen,Clear,24.63,0.19,9012,0,0
SHP-21653,2025-05-29,Dubai,Rotterdam,MSC,Rain,10.34,0.18,7123,0,0
SHP-21654,2025-07-06,Shanghai,Rotterdam,Maersk,Fog,12.27,0.22,3185,0,0
SHP-21655,2025-06-05,Rotterdam,Dubai,Hapag-Lloyd,Rain,22.8,0.33,9699,0,0
SHP-21656,2025-01-08,Hamburg,Los Angeles,Evergreen,Fog,21.24,0.41,11564,0,0
SHP-21657,2025-08-04,Singapore,Dubai,MSC,Clear,20.49,0.61,10331,0,0
SHP-21658,2025-12-04,Los Angeles,Hamburg,Hapag-Lloyd,Clear,28.63,0.6,9119,0,0
SHP-21659,2025-11-21,Singapore,Hamburg,Evergreen,Clear,26.76,0.77,3156,0,0
SHP-21660,2025-05-18,Los Angeles,Rotterdam,MSC,Clear,20.66,1.0,3047,0,0
SHP-21661,2025-12-07,Singapore,Hamburg,Maersk,Clear,22.65,0.85,6634,0,0
SHP-21662,2025-07-29,Hamburg,Dubai,Maersk,Storm,29.86,0.44,3265,0,0
SHP-21663,2025-09-30,Rotterdam,Singapore,Maersk,Clear,14.98,0.61,8429,0,0
SHP-21664,2025-04-02,Hamburg,Los Angeles,Hapag-Lloyd,Clear,10.37,0.91,3586,1,11
SHP-21665,2025-02-15,Rotterdam,Dubai,Evergreen,Rain,21.12,0.24,11036,0,0
SHP-21666,2025-05-31,Los Angeles,Rotterdam,MSC,Clear,12.76,0.25,8364,1,9
SHP-21667,2025-06-26,Rotterdam,Hamburg,Hapag-Lloyd,Typhoon,19.64,0.48,11271,1,11
SHP-21668,2025-11-27,Rotterdam,Shanghai,COSCO,Fog,22.84,0.19,11689,0,0
SHP-21669,2025-09-11,Singapore,Hamburg,Maersk,Storm,29.39,0.11,8821,0,0
SHP-21670,2025-11-06,Los Angeles,Rotterdam,MSC,Rain,19.99,0.59,8564,0,0
SHP-21671,2025-05-09,Shanghai,Dubai,MSC,Clear,24.22,0.94,5587,1,5
SHP-21672,2025-05-15,Dubai,Hamburg,Evergreen,Fog,21.8,0.18,5375,0,0
SHP-21673,2025-09-02,Dubai,Singapore,Maersk,Typhoon,11.25,0.57,9806,0,0
SHP-21674,2025-05-30,Singapore,Hamburg,Evergreen,Clear,14.27,0.45,4547,0,0
SHP-21675,2025-05-02,Singapore,Shanghai,Maersk,Typhoon,10.08,0.96,11584,1,12
SHP-21676,2025-11-07,Singapore,Shanghai,Hapag-Lloyd,Clear,21.81,0.34,10513,0,0
SHP-21677,2025-12-22,Hamburg,Rotterdam,Maersk,Fog,15.66,0.46,8346,0,0
SHP-21678,2025-05-10,Shanghai,Hamburg,MSC,Storm,15.0,0.36,10516,1,6
SHP-21679,2025-07-30,Shanghai,Rotterdam,Hapag-Lloyd,Typhoon,15.73,0.24,9741,0,0
SHP-21680,2025-06-25,Hamburg,Dubai,Maersk,Clear,23.31,0.2,4701,0,0
SHP-21681,2025-01-18,Hamburg,Rotterdam,COSCO,Rain,18.89,0.9,4144,1,13
SHP-21682,2025-07-04,Shanghai,Hamburg,MSC,Clear,20.28,0.59,10279,0,0
SHP-21683,2025-09-11,Dubai,Shanghai,MSC,Clear,27.5,0.43,6735,0,0
SHP-21684,2025-07-07,Dubai,Rotterdam,Evergreen,Clear,12.7,0.48,7952,0,0
SHP-21685,2025-02-06,Shanghai,Los Angeles,Hapag-Lloyd,Rain,11.04,0.9,11737,1,2
SHP-21686,2025-09-10,Singapore,Dubai,Hapag-Lloyd,Clear,10.44,0.57,11897,0,0
SHP-21687,2025-05-07,Singapore,Dubai,Maersk,Rain,18.58,0.72,7213,0,0
SHP-21688,2025-03-23,Rotterdam,Hamburg,Hapag-Lloyd,Rain,28.11,0.77,4639,1,14
SHP-21689,2025-04-12,Rotterdam,Los Angeles,Maersk,Clear,14.56,0.72,8343,0,0
SHP-21690,2025-09-19,Singapore,Dubai,Maersk,Clear,16.42,0.27,9201,0,0
SHP-21691,2025-08-19,Shanghai,Hamburg,COSCO,Clear,23.43,0.35,7399,0,0
SHP-21692,2025-03-28,Shanghai,Dubai,Hapag-Lloyd,Storm,15.43,0.48,7862,1,4
SHP-21693,2025-08-21,Los Angeles,Singapore,Hapag-Lloyd,Clear,25.27,0.53,9070,0,0
SHP-21694,2025-06-06,Los Angeles,Dubai,Maersk,Clear,16.57,0.49,6963,0,0
SHP-21695,2025-05-14,Los Angeles,Shanghai,Evergreen,Clear,23.94,0.6,7791,0,0
SHP-21696,2025-05-07,Dubai,Singapore,Hapag-Lloyd,Clear,12.03,0.77,6561,0,0
SHP-21697,2025-09-02,Dubai,Shanghai,MSC,Storm,21.66,0.52,4556,0,0
SHP-21698,2025-07-29,Hamburg,Rotterdam,COSCO,Clear,12.75,0.61,6225,0,0
SHP-21699,2025-07-03,Dubai,Los Angeles,COSCO,Clear,21.75,0.76,11373,1,10
SHP-21700,2025-09-21,Hamburg,Rotterdam,MSC,Clear,14.55,0.31,10903,1,4
SHP-21701,2025-03-13,Dubai,Hamburg,MSC,Clear,27.84,0.55,7768,0,0
SHP-21702,2025-05-15,Los Angeles,Dubai,Hapag-Lloyd,Storm,25.63,0.72,5136,0,0
SHP-21703,2025-09-22,Singapore,Dubai,Hapag-Lloyd,Clear,18.41,0.28,7476,1,11
SHP-21704,2025-02-24,Singapore,Shanghai,Hapag-Lloyd,Clear,11.85,0.25,9279,0,0
SHP-21705,2025-03-04,Hamburg,Rotterdam,MSC,Rain,14.32,0.63,9265,0,0
SHP-21706,2025-07-27,Shanghai,Dubai,Hapag-Lloyd,Storm,20.15,0.72,10018,1,5
SHP-21707,2025-12-03,Rotterdam,Los Angeles,Maersk,Typhoon,29.28,0.45,11919,1,12
SHP-21708,2025-03-11,Singapore,Shanghai,Maersk,Typhoon,19.56,0.43,11341,1,4
SHP-21709,2025-06-29,Rotterdam,Dubai,MSC,Clear,14.83,0.74,8133,0,0
SHP-21710,2025-04-01,Rotterdam,Los Angeles,Hapag-Lloyd,Clear,20.09,0.93,4923,1,10
SHP-21711,2025-11-10,Dubai,Hamburg,MSC,Clear,25.56,0.61,11697,0,0
SHP-21712,2025-11-11,Los Angeles,Dubai,COSCO,Typhoon,25.15,0.48,11154,1,8
SHP-21713,2025-12-24,Rotterdam,Singapore,Evergreen,Storm,28.17,0.38,10621,0,0
SHP-21714,2025-04-20,Rotterdam,Shanghai,Hapag-Lloyd,Clear,26.62,0.43,6665,0,0
SHP-21715,2025-07-02,Rotterdam,Hamburg,MSC,Storm,27.57,0.72,11503,1,8
SHP-21716,2025-10-22,Hamburg,Shanghai,Hapag-Lloyd,Typhoon,15.88,0.17,7705,0,0
SHP-21717,2025-06-11,Dubai,Shanghai,COSCO,Storm,18.04,0.32,7680,0,0
SHP-21718,2025-10-30,Los Angeles,Hamburg,MSC,Storm,17.2,0.63,4848,1,7
SHP-21719,2025-12-31,Los Angeles,Dubai,MSC,Clear,14.43,0.79,9472,1,7
SHP-21720,2025-08-04,Los Angeles,Dubai,Evergreen,Clear,17.66,0.7,7488,0,0
SHP-21721,2025-08-07,Shanghai,Hamburg,Hapag-Lloyd,Clear,12.87,0.17,6170,0,0
SHP-21722,2025-05-01,Rotterdam,Los Angeles,MSC,Clear,28.19,0.66,6693,0,0
SHP-21723,2025-06-29,Shanghai,Dubai,Maersk,Clear,26.19,0.79,6753,0,0
SHP-21724,2025-11-02,Rotterdam,Singapore,COSCO,Clear,27.47,0.42,4975,0,0
SHP-21725,2025-09-25,Dubai,Los Angeles,MSC,Clear,12.43,0.84,10791,0,0
SHP-21726,2025-09-18,Los Angeles,Dubai,Evergreen,Clear,12.56,0.12,5688,0,0
SHP-21727,2025-02-16,Rotterdam,Hamburg,MSC,Clear,18.31,0.78,3068,1,11
SHP-21728,2025-12-20,Shanghai,Dubai,MSC,Clear,15.26,0.39,11522,1,14
SHP-21729,2025-12-02,Los Angeles,Shanghai,COSCO,Clear,18.52,0.77,9536,1,6
SHP-21730,2025-02-15,Los Angeles,Rotterdam,Maersk,Clear,12.21,0.38,10981,0,0
SHP-21731,2025-10-11,Shanghai,Singapore,MSC,Rain,21.42,0.39,11832,0,0
SHP-21732,2025-09-01,Hamburg,Singapore,Maersk,Clear,11.32,0.24,5911,0,0
SHP-21733,2025-12-17,Los Angeles,Rotterdam,Maersk,Rain,17.49,0.18,10635,0,0
SHP-21734,2025-03-01,Rotterdam,Shanghai,COSCO,Storm,23.55,0.55,11540,1,10
SHP-21735,2025-01-16,Singapore,Rotterdam,Maersk,Clear,11.35,0.83,7613,1,13
SHP-21736,2025-10-17,Rotterdam,Dubai,Maersk,Clear,18.9,0.29,11329,0,0
SHP-21737,2025-03-27,Rotterdam,Los Angeles,Evergreen,Clear,20.71,0.16,10048,0,0
SHP-21738,2025-12-28,Shanghai,Los Angeles,Hapag-Lloyd,Clear,14.03,0.95,8058,0,0
SHP-21739,2025-07-15,Singapore,Los Angeles,Maersk,Clear,18.44,0.31,11809,0,0
SHP-21740,2025-06-07,Hamburg,Dubai,Evergreen,Clear,29.64,0.34,10252,0,0
SHP-21741,2025-03-03,Los Angeles,Shanghai,COSCO,Clear,22.59,0.66,8145,1,9
SHP-21742,2025-05-18,Singapore,Rotterdam,COSCO,Clear,23.86,0.77,10331,0,0
SHP-21743,2025-01-18,Rotterdam,Los Angeles,MSC,Rain,15.59,0.12,11770,0,0
SHP-21744,2025-02-01,Hamburg,Dubai,Evergreen,Rain,15.35,0.58,4617,1,2
SHP-21745,2025-10-30,Shanghai,Los Angeles,MSC,Clear,23.15,0.75,11289,0,0
SHP-21746,2025-04-25,Los Angeles,Shanghai,COSCO,Typhoon,21.12,0.73,8356,0,0
SHP-21747,2025-01-19,Singapore,Hamburg,COSCO,Clear,26.46,0.74,3039,0,0
SHP-21748,2025-07-23,Rotterdam,Hamburg,Evergreen,Clear,13.46,0.28,6406,0,0
SHP-21749,2025-08-20,Singapore,Hamburg,Hapag-Lloyd,Clear,20.04,0.49,3180,0,0
SHP-21750,2025-11-01,Dubai,Shanghai,Maersk,Rain,16.65,0.72,6727,0,0
SHP-21751,2025-07-24,Singapore,Shanghai,MSC,Fog,17.06,0.55,3787,0,0
SHP-21752,2025-02-24,Rotterdam,Shanghai,Evergreen,Clear,18.91,0.9,11884,1,2
SHP-21753,2025-02-13,Hamburg,Dubai,MSC,Clear,26.03,0.94,11618,0,0
SHP-21754,2025-10-27,Los Angeles,Rotterdam,Hapag-Lloyd,Clear,27.46,0.36,10585,0,0
SHP-21755,2025-09-07,Los Angeles,Hamburg,COSCO,Clear,25.91,0.95,6976,1,12
SHP-21756,2025-03-14,Shanghai,Hamburg,Maersk,Clear,11.24,0.77,10778,0,0
SHP-21757,2025-02-17,Dubai,Shanghai,Evergreen,Rain,12.59,0.68,4280,0,0
SHP-21758,2025-01-08,Singapore,Los Angeles,Maersk,Clear,26.32,0.89,10634,1,7
SHP-21759,2025-07-16,Hamburg,Rotterdam,Hapag-Lloyd,Fog,20.58,0.11,5800,0,0
SHP-21760,2025-09-19,Shanghai,Rotterdam,Maersk,Rain,24.33,0.41,3489,0,0
SHP-21761,2025-03-09,Los Angeles,Rotterdam,MSC,Storm,15.78,0.82,11123,1,13
SHP-21762,2025-07-13,Singapore,Rotterdam,Hapag-Lloyd,Clear,29.79,0.59,11247,0,0
SHP-21763,2025-08-30,Rotterdam,Los Angeles,Evergreen,Storm,24.43,0.12,10805,1,8
SHP-21764,2025-12-08,Los Angeles,Singapore,COSCO,Typhoon,27.26,0.47,4370,1,11
SHP-21765,2025-10-31,Rotterdam,Hamburg,Maersk,Fog,23.1,0.39,9785,0,0
SHP-21766,2025-07-28,Los Angeles,Singapore,Hapag-Lloyd,Clear,12.2,0.3,4545,0,0
SHP-21767,2025-10-11,Shanghai,Singapore,MSC,Clear,10.47,0.53,10234,0,0
SHP-21768,2025-01-22,Singapore,Los Angeles,COSCO,Clear,13.19,0.46,6349,0,0
SHP-21769,2025-12-14,Shanghai,Dubai,MSC,Clear,17.32,0.89,8091,1,12
SHP-21770,2025-08-26,Dubai,Singapore,COSCO,Fog,23.41,0.42,5588,0,0
SHP-21771,2025-05-20,Dubai,Singapore,Hapag-Lloyd,Clear,14.63,0.12,5818,0,0
SHP-21772,2025-10-02,Los Angeles,Shanghai,Evergreen,Typhoon,19.13,0.31,5891,1,13
SHP-21773,2025-11-17,Rotterdam,Dubai,Maersk,Clear,27.37,0.26,11951,1,3
SHP-21774,2025-10-09,Singapore,Rotterdam,MSC,Storm,24.32,0.79,8764,1,9
SHP-21775,2025-12-08,Dubai,Hamburg,MSC,Clear,11.11,0.87,4882,0,0
SHP-21776,2025-01-23,Dubai,Los Angeles,MSC,Clear,28.53,0.61,10838,0,0
SHP-21777,2025-09-27,Dubai,Shanghai,COSCO,Rain,15.4,0.52,10485,0,0
SHP-21778,2025-11-08,Los Angeles,Singapore,Evergreen,Clear,19.61,0.63,11784,0,0
SHP-21779,2025-04-06,Rotterdam,Singapore,Maersk,Rain,16.54,0.41,8338,0,0
SHP-21780,2025-01-30,Hamburg,Singapore,Maersk,Clear,18.93,0.62,9630,0,0
SHP-21781,2025-06-23,Los Angeles,Shanghai,Hapag-Lloyd,Clear,14.17,0.38,6010,0,0
SHP-21782,2025-11-07,Rotterdam,Hamburg,MSC,Typhoon,22.15,0.87,8144,0,0
SHP-21783,2025-01-22,Hamburg,Singapore,COSCO,Clear,19.15,0.27,8400,0,0
SHP-21784,2025-05-24,Los Angeles,Singapore,Evergreen,Clear,24.31,0.92,5280,0,0
SHP-21785,2025-05-16,Shanghai,Dubai,Hapag-Lloyd,Clear,12.78,0.83,4723,1,5
SHP-21786,2025-11-26,Rotterdam,Los Angeles,Maersk,Storm,24.47,0.26,7364,1,13
SHP-21787,2025-12-16,Dubai,Singapore,MSC,Clear,10.14,0.59,8075,0,0
SHP-21788,2025-04-09,Rotterdam,Los Angeles,Evergreen,Clear,12.81,0.31,11319,1,11
SHP-21789,2025-06-24,Rotterdam,Shanghai,Maersk,Clear,15.72,0.9,6620,0,0
SHP-21790,2025-01-10,Dubai,Rotterdam,Maersk,Clear,20.3,0.56,8794,0,0
SHP-21791,2025-03-23,Los Angeles,Hamburg,COSCO,Clear,27.12,0.58,9024,0,0
SHP-21792,2025-09-27,Hamburg,Rotterdam,COSCO,Clear,23.8,0.55,3556,0,0
SHP-21793,2025-06-20,Los Angeles,Singapore,Hapag-Lloyd,Rain,24.36,0.25,11836,0,0
SHP-21794,2025-04-03,Singapore,Shanghai,Maersk,Clear,26.31,0.21,3579,0,0
SHP-21795,2025-01-24,Dubai,Hamburg,Hapag-Lloyd,Storm,10.71,0.88,3641,1,9
SHP-21796,2025-03-04,Hamburg,Singapore,COSCO,Clear,16.88,0.68,7244,0,0
SHP-21797,2025-10-09,Los Angeles,Rotterdam,MSC,Rain,29.63,0.97,6253,0,0
SHP-21798,2025-06-24,Singapore,Shanghai,COSCO,Clear,28.35,0.26,9706,0,0
SHP-21799,2025-12-10,Shanghai,Hamburg,Maersk,Clear,19.91,0.12,9895,1,14
SHP-21800,2025-09-30,Los Angeles,Dubai,Evergreen,Fog,15.85,0.52,8715,0,0
SHP-21801,2025-01-18,Los Angeles,Dubai,Evergreen,Clear,16.05,0.64,6341,0,0
SHP-21802,2025-08-09,Dubai,Hamburg,Evergreen,Typhoon,16.58,0.84,10662,1,12
SHP-21803,2025-07-09,Hamburg,Shanghai,Evergreen,Clear,26.49,0.9,3576,0,0
SHP-21804,2025-04-03,Los Angeles,Dubai,COSCO,Rain,22.92,0.55,6780,0,0
SHP-21805,2025-08-25,Shanghai,Dubai,Evergreen,Clear,15.68,0.16,4522,0,0
SHP-21806,2025-11-30,Singapore,Los Angeles,Hapag-Lloyd,Clear,25.4,0.59,11409,0,0
SHP-21807,2025-11-03,Shanghai,Rotterdam,Hapag-Lloyd,Clear,20.28,0.62,6272,0,0
SHP-21808,2025-12-07,Hamburg,Rotterdam,Evergreen,Rain,21.51,0.84,9201,1,8
SHP-21809,2025-03-15,Hamburg,Singapore,Evergreen,Rain,28.37,0.99,11558,0,0
SHP-21810,2025-11-25,Hamburg,Los Angeles,COSCO,Clear,27.24,0.5,3821,0,0
SHP-21811,2025-08-02,Singapore,Dubai,Hapag-Lloyd,Typhoon,19.61,0.25,8824,1,14
SHP-21812,2025-05-30,Rotterdam,Dubai,Evergreen,Clear,14.45,0.15,3590,0,0
SHP-21813,2025-05-10,Shanghai,Rotterdam,Evergreen,Clear,16.84,0.69,6070,0,0
SHP-21814,2025-10-04,Rotterdam,Shanghai,Evergreen,Clear,28.47,0.13,5138,0,0
SHP-21815,2025-12-22,Hamburg,Los Angeles,Hapag-Lloyd,Clear,14.61,0.72,3966,0,0
SHP-21816,2025-03-06,Dubai,Shanghai,COSCO,Clear,25.94,0.32,8940,0,0
SHP-21817,2025-05-16,Hamburg,Shanghai,COSCO,Fog,24.87,0.12,11404,0,0
SHP-21818,2025-07-21,Los Angeles,Singapore,Evergreen,Clear,27.32,0.72,5701,0,0
SHP-21819,2025-05-28,Singapore,Los Angeles,Maersk,Fog,10.62,0.28,7532,0,0
SHP-21820,2025-07-18,Los Angeles,Rotterdam,Hapag-Lloyd,Storm,24.21,0.59,4089,1,14
SHP-21821,2025-06-28,Shanghai,Hamburg,MSC,Clear,27.41,0.1,10927,0,0
SHP-21822,2025-03-27,Rotterdam,Los Angeles,MSC,Rain,24.33,0.35,7901,0,0
SHP-21823,2025-10-19,Rotterdam,Hamburg,Evergreen,Clear,25.56,0.24,5990,0,0
SHP-21824,2025-08-08,Singapore,Rotterdam,Maersk,Clear,17.28,0.52,10988,0,0
SHP-21825,2025-04-21,Singapore,Dubai,Maersk,Clear,16.48,0.33,8799,0,0
SHP-21826,2025-04-13,Singapore,Dubai,COSCO,Clear,23.46,0.1,3555,0,0
SHP-21827,2025-03-25,Hamburg,Dubai,Evergreen,Clear,12.52,0.99,3098,1,7
SHP-21828,2025-03-16,Shanghai,Los Angeles,Hapag-Lloyd,Clear,29.93,0.78,9481,1,10
SHP-21829,2025-10-27,Rotterdam,Singapore,MSC,Rain,27.89,0.8,10528,0,0
SHP-21830,2025-06-28,Rotterdam,Shanghai,COSCO,Clear,17.48,0.45,6635,0,0
SHP-21831,2025-05-29,Rotterdam,Singapore,Maersk,Clear,20.77,0.36,8185,0,0
SHP-21832,2025-09-17,Dubai,Shanghai,MSC,Rain,14.81,0.92,8597,0,0
SHP-21833,2025-12-17,Rotterdam,Shanghai,MSC,Rain,14.46,0.81,7055,0,0
SHP-21834,2025-06-15,Dubai,Rotterdam,MSC,Clear,25.73,0.84,10499,1,4
